id,title,author,genre,year,rating,pages,description,language,purpose,length,moods,image_url
882,Final Mystery,Jean Patel,Self-Help,2009,3.5,198,A fascinating Spanish self-help book that explores the forest.,Spanish,Motivation,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/5773457-L.jpg
883,Silent Journey,Carlos Rodriguez,Science,1963,4.1,75,A fascinating English science book that explores the history.,English,Motivation,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/7865700-L.jpg
884,Golden Algorithm,Isabella Lovelace,Mystery,1965,4.8,517,A fascinating French mystery book that explores the algorithm.,French,Learning,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7589165-L.jpg
885,Silent Code,Isabella Kumar,Mystery,1975,4.5,333,A fascinating English mystery book that explores the habit.,English,Entertainment,Medium,Relaxed,https://covers.openlibrary.org/b/id/7558211-L.jpg
886,Brief Universe,Carlos Martin,Fiction,1958,3.9,319,A fascinating Hindi fiction book that explores the dream.,Hindi,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/6793261-L.jpg
887,Brief Shadow,Alan Lovelace,Science,1999,4.4,125,A fascinating Hindi science book that explores the data.,Hindi,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6280595-L.jpg
888,Secret Dream,Ada Patel,Science,2018,4.4,385,A fascinating Hindi science book that explores the mystery.,Hindi,Entertainment,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8215299-L.jpg
889,Dark History,Jean Sharma,Self-Help,1971,4.1,211,A fascinating French self-help book that explores the forest.,French,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/7148398-L.jpg
890,Brief Journey,Robert Smith,Mystery,1968,4.6,192,A fascinating English mystery book that explores the habit.,English,Entertainment,Short,Relaxed,https://covers.openlibrary.org/b/id/7418945-L.jpg
891,Dark Mind,Sophie Kim,Self-Help,2007,4.1,398,A fascinating English self-help book that explores the mystery.,English,Career growth,Medium,Emotional,https://covers.openlibrary.org/b/id/8836281-L.jpg
892,Lost Universe,Amit Martin,Science,2006,5.0,428,A fascinating French science book that explores the mystery.,French,Motivation,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7566334-L.jpg
893,The Great Mystery,Elena Dubois,Fantasy,2023,4.1,374,A fascinating French fantasy book that explores the code.,French,Entertainment,Medium,Curious,https://covers.openlibrary.org/b/id/7464196-L.jpg
894,Golden Forest,Priya Kumar,Fantasy,1999,4.7,131,A fascinating Hindi fantasy book that explores the mystery.,Hindi,Learning,Short,Curious,https://covers.openlibrary.org/b/id/6774846-L.jpg
895,Silent Data,Isabella Smith,Science,1988,3.9,63,A fascinating French science book that explores the shadow.,French,Career growth,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7290894-L.jpg
896,Brief Data,Robert Smith,Mystery,1974,3.6,72,A fascinating Hindi mystery book that explores the history.,Hindi,Entertainment,Short,Relaxed,https://covers.openlibrary.org/b/id/5745892-L.jpg
897,Cosmic Light,Priya Lovelace,Science,1956,4.7,775,A fascinating Hindi science book that explores the journey.,Hindi,Career growth,Long,Emotional,https://covers.openlibrary.org/b/id/6537959-L.jpg
898,Lost Heart,Robert Lovelace,Fiction,1986,3.7,898,A fascinating French fiction book that explores the algorithm.,French,Entertainment,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/5400103-L.jpg
899,Final Algorithm,Elena Smith,Fantasy,2008,4.6,172,A fascinating Spanish fantasy book that explores the universe.,Spanish,Learning,Short,Inspired,https://covers.openlibrary.org/b/id/7731469-L.jpg
900,Lost Shadow,Maria Kumar,Fantasy,1973,4.5,284,A fascinating Hindi fantasy book that explores the mystery.,Hindi,Motivation,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7506974-L.jpg
901,Cosmic Journey,Alan Garcia,Mystery,1966,3.8,970,A fascinating Hindi mystery book that explores the data.,Hindi,Motivation,Long,Relaxed,https://covers.openlibrary.org/b/id/5613913-L.jpg
902,Silent Dream,Robert Garcia,Fiction,1997,4.9,255,A fascinating Hindi fiction book that explores the mind.,Hindi,Entertainment,Medium,Inspired,https://covers.openlibrary.org/b/id/7259870-L.jpg
903,Dark Shadow,Robert Turing,Fantasy,2009,4.3,959,A fascinating Spanish fantasy book that explores the light.,Spanish,Entertainment,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8163875-L.jpg
904,Brief History,Carlos Smith,Science,2001,4.8,213,A fascinating Hindi science book that explores the forest.,Hindi,Motivation,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/6155552-L.jpg
905,Cosmic Algorithm,Amit Kumar,Science,1975,3.6,110,A fascinating French science book that explores the mind.,French,Learning,Short,Inspired,https://covers.openlibrary.org/b/id/5016316-L.jpg
906,Dark Algorithm,Priya Patel,Self-Help,1969,4.7,132,A fascinating Hindi self-help book that explores the mystery.,Hindi,Entertainment,Short,Inspired,https://covers.openlibrary.org/b/id/7718335-L.jpg
907,Silent Data,Priya Chen,Programming,2022,4.3,686,A fascinating Spanish programming book that explores the shadow.,Spanish,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/5983254-L.jpg
908,The Great Shadow,Maria Chen,Mystery,1996,3.8,172,A fascinating French mystery book that explores the heart.,French,Learning,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/8924939-L.jpg
909,Silent Algorithm,Robert Dubois,Science,1954,4.3,125,A fascinating Hindi science book that explores the code.,Hindi,Motivation,Short,Curious,https://covers.openlibrary.org/b/id/5309868-L.jpg
910,Cosmic Algorithm,James Garcia,Programming,1977,4.5,187,A fascinating French programming book that explores the data.,French,Career growth,Short,Inspired,https://covers.openlibrary.org/b/id/8348709-L.jpg
911,Brief Forest,Maria Garcia,Fiction,1960,3.7,75,A fascinating English fiction book that explores the forest.,English,Motivation,Short,Emotional,https://covers.openlibrary.org/b/id/6059701-L.jpg
912,Hidden Code,Amit Lovelace,Fiction,2016,4.1,321,A fascinating Hindi fiction book that explores the light.,Hindi,Motivation,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/8196768-L.jpg
913,Brief Algorithm,Elena Martin,Self-Help,1993,3.5,178,A fascinating Spanish self-help book that explores the history.,Spanish,Motivation,Short,Emotional,https://covers.openlibrary.org/b/id/8241322-L.jpg
914,Golden History,Priya Garcia,Programming,1958,3.9,152,A fascinating Spanish programming book that explores the shadow.,Spanish,Motivation,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8777574-L.jpg
915,Infinite Heart,Amit Lovelace,Science,1986,4.9,667,A fascinating Hindi science book that explores the history.,Hindi,Motivation,Long,Curious,https://covers.openlibrary.org/b/id/6864939-L.jpg
916,Hidden Algorithm,Sophie Patel,Programming,1955,4.0,590,A fascinating French programming book that explores the universe.,French,Career growth,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/7731192-L.jpg
917,Cosmic Mind,Elena Patel,Self-Help,1999,4.0,309,A fascinating English self-help book that explores the habit.,English,Entertainment,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7297256-L.jpg
918,Infinite Light,Robert Turing,Science,1966,5.0,327,A fascinating French science book that explores the heart.,French,Career growth,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7621954-L.jpg
919,Golden Heart,Priya Chen,Science,2001,4.8,178,A fascinating English science book that explores the heart.,English,Entertainment,Short,Relaxed,https://covers.openlibrary.org/b/id/7702079-L.jpg
920,Golden Light,Priya Garcia,Programming,1962,4.1,220,A fascinating Hindi programming book that explores the dream.,Hindi,Career growth,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/7056503-L.jpg
921,Golden Data,Alan Dubois,Self-Help,2011,4.3,937,A fascinating English self-help book that explores the forest.,English,Motivation,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5529508-L.jpg
922,Dark Mystery,Amit Rodriguez,Mystery,1992,4.9,73,A fascinating French mystery book that explores the mind.,French,Motivation,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6472373-L.jpg
923,The Great Mystery,Isabella Dubois,Fantasy,2012,4.0,482,A fascinating Spanish fantasy book that explores the code.,Spanish,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5453648-L.jpg
924,Brief Mystery,Maria Patel,Fiction,1970,3.7,205,A fascinating Spanish fiction book that explores the universe.,Spanish,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7230628-L.jpg
925,Magic Data,Carlos Dubois,Mystery,1951,4.9,118,A fascinating Hindi mystery book that explores the journey.,Hindi,Motivation,Short,Curious,https://covers.openlibrary.org/b/id/7352359-L.jpg
926,Pragmatic Habit,Sophie Dubois,Self-Help,1992,4.4,635,A fascinating Spanish self-help book that explores the code.,Spanish,Learning,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7591150-L.jpg
927,Infinite Shadow,Robert Martin,Science,1975,3.7,345,A fascinating Spanish science book that explores the data.,Spanish,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/7525106-L.jpg
928,Magic Habit,Alan Smith,Fantasy,1972,3.8,656,A fascinating French fantasy book that explores the light.,French,Learning,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8858159-L.jpg
929,Magic Shadow,James Patel,Self-Help,1987,3.8,596,A fascinating Spanish self-help book that explores the journey.,Spanish,Entertainment,Long,Curious,https://covers.openlibrary.org/b/id/7149569-L.jpg
930,Golden Journey,Ada Rodriguez,Fiction,1963,4.7,74,A fascinating Spanish fiction book that explores the light.,Spanish,Learning,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8643456-L.jpg
931,Cosmic Algorithm,Ada Rodriguez,Fiction,2003,4.1,546,A fascinating Spanish fiction book that explores the history.,Spanish,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/7972712-L.jpg
932,Digital Data,Isabella Kumar,Mystery,1951,3.8,124,A fascinating French mystery book that explores the history.,French,Career growth,Short,Curious,https://covers.openlibrary.org/b/id/6017282-L.jpg
933,Infinite Algorithm,Carlos Lovelace,Programming,1951,4.0,62,A fascinating Spanish programming book that explores the habit.,Spanish,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/7021763-L.jpg
934,Silent Habit,Sophie Kumar,Fiction,2001,3.6,860,A fascinating English fiction book that explores the journey.,English,Career growth,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5329457-L.jpg
935,Lost Dream,Elena Dubois,Fantasy,2020,4.9,235,A fascinating Spanish fantasy book that explores the data.,Spanish,Motivation,Medium,Emotional,https://covers.openlibrary.org/b/id/5450012-L.jpg
936,Silent History,Jean Lovelace,Self-Help,1985,4.1,278,A fascinating Hindi self-help book that explores the journey.,Hindi,Career growth,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/7235180-L.jpg
937,Dark Algorithm,Carlos Garcia,Mystery,1986,3.9,976,A fascinating Spanish mystery book that explores the history.,Spanish,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/6981238-L.jpg
938,Magic Journey,Maria Sharma,Programming,1954,4.7,109,A fascinating Spanish programming book that explores the data.,Spanish,Entertainment,Short,Inspired,https://covers.openlibrary.org/b/id/7607099-L.jpg
939,Cosmic Light,Ada Dubois,Fantasy,1980,3.8,369,A fascinating Hindi fantasy book that explores the heart.,Hindi,Entertainment,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7372329-L.jpg
940,Magic Mystery,Isabella Lovelace,Fantasy,2008,4.0,324,A fascinating Spanish fantasy book that explores the shadow.,Spanish,Entertainment,Medium,Curious,https://covers.openlibrary.org/b/id/8238699-L.jpg
941,Magic Mystery,Sophie Garcia,Fantasy,1980,4.3,257,A fascinating French fantasy book that explores the dream.,French,Career growth,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/8399157-L.jpg
942,Final Journey,Priya Lovelace,Fiction,1991,4.7,366,A fascinating French fiction book that explores the code.,French,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/6454552-L.jpg
943,Lost Journey,Alan Patel,Science,2013,4.4,889,A fascinating English science book that explores the code.,English,Motivation,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5622833-L.jpg
944,Digital Habit,Sophie Smith,Fiction,1981,3.7,64,A fascinating French fiction book that explores the algorithm.,French,Motivation,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/5857644-L.jpg
945,Magic Forest,Ada Turing,Programming,1982,4.1,65,A fascinating Spanish programming book that explores the mind.,Spanish,Motivation,Short,Emotional,https://covers.openlibrary.org/b/id/8829022-L.jpg
946,Infinite Data,Amit Martin,Mystery,1998,4.4,223,A fascinating French mystery book that explores the forest.,French,Entertainment,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/5809904-L.jpg
947,The Great Code,Amit Lovelace,Programming,1967,4.1,50,A fascinating English programming book that explores the heart.,English,Career growth,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6918361-L.jpg
948,Silent Shadow,Carlos Dubois,Self-Help,1978,4.6,216,A fascinating Hindi self-help book that explores the mind.,Hindi,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/8595650-L.jpg
949,Cosmic Mystery,Robert Dubois,Science,1961,3.6,372,A fascinating Spanish science book that explores the journey.,Spanish,Learning,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5693121-L.jpg
950,Final Habit,Maria Martin,Programming,1990,4.2,183,A fascinating French programming book that explores the data.,French,Entertainment,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/7612815-L.jpg
951,Dark Data,Ada Patel,Fantasy,2017,4.5,821,A fascinating Spanish fantasy book that explores the habit.,Spanish,Learning,Long,Curious,https://covers.openlibrary.org/b/id/6813112-L.jpg
952,Magic Forest,Ada Dubois,Fiction,2014,4.9,82,A fascinating English fiction book that explores the universe.,English,Learning,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5462426-L.jpg
953,Secret History,Amit Martin,Programming,1957,4.3,312,A fascinating Hindi programming book that explores the data.,Hindi,Learning,Medium,Inspired,https://covers.openlibrary.org/b/id/6710282-L.jpg
954,Digital Shadow,Elena Kim,Programming,1992,3.7,201,A fascinating French programming book that explores the dream.,French,Motivation,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8139655-L.jpg
955,Dark Heart,Amit Rodriguez,Fiction,1968,4.6,533,A fascinating Hindi fiction book that explores the code.,Hindi,Entertainment,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8608413-L.jpg
956,Digital Heart,Elena Chen,Fiction,1970,3.8,349,A fascinating Hindi fiction book that explores the heart.,Hindi,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/8247008-L.jpg
957,Digital Forest,Elena Garcia,Programming,1973,3.5,683,A fascinating Hindi programming book that explores the forest.,Hindi,Entertainment,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/7149114-L.jpg
958,Silent Light,Jean Lovelace,Fiction,1959,3.9,148,A fascinating English fiction book that explores the data.,English,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/5120357-L.jpg
959,Infinite Journey,Alan Martin,Fiction,1956,4.8,332,A fascinating Spanish fiction book that explores the code.,Spanish,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/7313970-L.jpg
960,Hidden Data,Sophie Rodriguez,Mystery,1989,4.8,746,A fascinating English mystery book that explores the code.,English,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/6583644-L.jpg
961,Cosmic Mystery,Priya Kumar,Fantasy,1976,3.9,603,A fascinating English fantasy book that explores the light.,English,Learning,Long,Curious,https://covers.openlibrary.org/b/id/8370788-L.jpg
962,Infinite Shadow,Carlos Rodriguez,Programming,1959,4.5,248,A fascinating Spanish programming book that explores the heart.,Spanish,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/6093455-L.jpg
963,Final Shadow,Carlos Kim,Programming,2019,3.7,160,A fascinating French programming book that explores the history.,French,Career growth,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/6107449-L.jpg
964,Hidden Heart,James Turing,Fiction,2016,4.7,173,A fascinating English fiction book that explores the shadow.,English,Motivation,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8266630-L.jpg
965,The Great Dream,Robert Kim,Fiction,1953,3.6,203,A fascinating Hindi fiction book that explores the code.,Hindi,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/7086885-L.jpg
966,Secret Data,James Garcia,Science,1980,4.5,71,A fascinating Hindi science book that explores the universe.,Hindi,Career growth,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/5666700-L.jpg
967,Lost History,Amit Patel,Fantasy,2002,4.5,866,A fascinating Spanish fantasy book that explores the shadow.,Spanish,Motivation,Long,Inspired,https://covers.openlibrary.org/b/id/8137298-L.jpg
968,Magic Dream,Sophie Rodriguez,Mystery,1958,4.5,289,A fascinating Spanish mystery book that explores the dream.,Spanish,Learning,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5619151-L.jpg
969,Lost Heart,Alan Lovelace,Science,1958,4.8,836,A fascinating Hindi science book that explores the algorithm.,Hindi,Career growth,Long,Relaxed,https://covers.openlibrary.org/b/id/5011093-L.jpg
970,Digital Mind,Priya Turing,Fantasy,1953,4.9,197,A fascinating French fantasy book that explores the heart.,French,Career growth,Short,Inspired,https://covers.openlibrary.org/b/id/6845523-L.jpg
971,Lost Habit,Ada Patel,Self-Help,1951,3.7,417,A fascinating Hindi self-help book that explores the algorithm.,Hindi,Motivation,Long,Relaxed,https://covers.openlibrary.org/b/id/8938345-L.jpg
972,Lost Habit,James Turing,Mystery,1999,4.7,981,A fascinating Hindi mystery book that explores the dream.,Hindi,Career growth,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5096142-L.jpg
973,Hidden Mystery,Amit Lovelace,Mystery,1960,4.3,477,A fascinating French mystery book that explores the algorithm.,French,Entertainment,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5841006-L.jpg
974,Silent Journey,Sophie Kim,Science,1987,3.8,199,A fascinating English science book that explores the dream.,English,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/8510047-L.jpg
975,Pragmatic Universe,Jean Martin,Programming,2017,3.7,306,A fascinating English programming book that explores the code.,English,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7196559-L.jpg
976,Pragmatic Universe,Elena Kim,Science,1950,4.6,293,A fascinating French science book that explores the dream.,French,Entertainment,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/6617878-L.jpg
977,Final Mind,Carlos Patel,Mystery,1979,3.7,975,A fascinating English mystery book that explores the data.,English,Career growth,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/6698666-L.jpg
978,Secret Heart,Priya Kim,Fiction,1961,4.7,873,A fascinating Hindi fiction book that explores the dream.,Hindi,Learning,Long,Curious,https://covers.openlibrary.org/b/id/8982673-L.jpg
979,Lost Code,Isabella Turing,Fiction,1987,3.9,251,A fascinating English fiction book that explores the algorithm.,English,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/8517340-L.jpg
980,Lost Universe,Amit Martin,Mystery,2013,4.5,298,A fascinating French mystery book that explores the mind.,French,Motivation,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/6188312-L.jpg
981,Digital Data,Elena Martin,Science,2013,4.4,206,A fascinating Spanish science book that explores the light.,Spanish,Motivation,Medium,Inspired,https://covers.openlibrary.org/b/id/6356110-L.jpg
982,Cosmic Habit,Priya Smith,Fantasy,1990,3.9,77,A fascinating French fantasy book that explores the universe.,French,Motivation,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6416521-L.jpg
983,Cosmic Heart,Ada Chen,Fiction,1997,4.5,774,A fascinating French fiction book that explores the mystery.,French,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5629244-L.jpg
984,Secret Shadow,Elena Sharma,Mystery,2014,4.6,60,A fascinating Spanish mystery book that explores the history.,Spanish,Career growth,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6889605-L.jpg
985,Magic Forest,Isabella Rodriguez,Self-Help,1962,4.8,171,A fascinating Hindi self-help book that explores the data.,Hindi,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6303909-L.jpg
986,Pragmatic Code,Ada Rodriguez,Fantasy,1974,3.9,114,A fascinating French fantasy book that explores the mystery.,French,Learning,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/5594547-L.jpg
987,Digital Shadow,Isabella Dubois,Fantasy,1997,4.9,141,A fascinating French fantasy book that explores the journey.,French,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6391005-L.jpg
988,Cosmic Algorithm,Amit Sharma,Fiction,2017,3.6,883,A fascinating Spanish fiction book that explores the forest.,Spanish,Learning,Long,Relaxed,https://covers.openlibrary.org/b/id/6477603-L.jpg
989,Hidden Forest,Carlos Sharma,Mystery,2006,4.8,494,A fascinating English mystery book that explores the shadow.,English,Learning,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7899005-L.jpg
990,Silent Forest,Elena Turing,Self-Help,1961,4.1,730,A fascinating English self-help book that explores the mind.,English,Entertainment,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7090972-L.jpg
991,Cosmic Journey,Alan Rodriguez,Fantasy,1972,4.4,338,A fascinating English fantasy book that explores the history.,English,Motivation,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7665077-L.jpg
992,Lost Habit,Sophie Smith,Science,1973,4.4,314,A fascinating English science book that explores the dream.,English,Learning,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/6717518-L.jpg
993,Pragmatic Forest,Maria Garcia,Science,1985,4.7,82,A fascinating Hindi science book that explores the forest.,Hindi,Entertainment,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8914365-L.jpg
994,Secret Dream,Priya Lovelace,Fiction,1975,4.2,320,A fascinating French fiction book that explores the habit.,French,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6725640-L.jpg
995,Final Forest,Isabella Dubois,Fiction,1983,4.5,897,A fascinating Hindi fiction book that explores the universe.,Hindi,Learning,Long,Curious,https://covers.openlibrary.org/b/id/5622847-L.jpg
996,Pragmatic Algorithm,Isabella Sharma,Programming,2022,4.5,748,A fascinating English programming book that explores the code.,English,Motivation,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6347174-L.jpg
997,Lost Algorithm,Robert Martin,Self-Help,2000,4.9,434,A fascinating Spanish self-help book that explores the mystery.,Spanish,Entertainment,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7137501-L.jpg
998,Lost Forest,Sophie Dubois,Programming,2002,4.6,104,A fascinating Spanish programming book that explores the heart.,Spanish,Learning,Short,Emotional,https://covers.openlibrary.org/b/id/8865541-L.jpg
999,Final Data,Jean Dubois,Science,1975,4.7,459,A fascinating Hindi science book that explores the mind.,Hindi,Career growth,Long,Emotional,https://covers.openlibrary.org/b/id/7736258-L.jpg
1000,Pragmatic Forest,Sophie Smith,Programming,2013,3.7,277,A fascinating Spanish programming book that explores the shadow.,Spanish,Entertainment,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6095509-L.jpg
1001,Golden Heart,Amit Kim,Fiction,1974,3.9,98,A fascinating Hindi fiction book that explores the algorithm.,Hindi,Motivation,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/7971738-L.jpg
1002,Brief Heart,Ada Dubois,Fiction,2002,3.7,487,A fascinating Hindi fiction book that explores the light.,Hindi,Entertainment,Long,Curious,https://covers.openlibrary.org/b/id/8738931-L.jpg
1003,Lost Shadow,Robert Garcia,Science,2009,4.1,678,A fascinating French science book that explores the habit.,French,Learning,Long,Relaxed,https://covers.openlibrary.org/b/id/6585874-L.jpg
1004,Silent Forest,Ada Lovelace,Fiction,1972,4.7,367,A fascinating Spanish fiction book that explores the history.,Spanish,Learning,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7405854-L.jpg
1005,Golden Mystery,Elena Chen,Mystery,1969,3.9,381,A fascinating Hindi mystery book that explores the shadow.,Hindi,Entertainment,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8584865-L.jpg
1006,Infinite Dream,Maria Garcia,Fiction,1963,4.2,529,A fascinating French fiction book that explores the forest.,French,Entertainment,Long,Relaxed,https://covers.openlibrary.org/b/id/6005347-L.jpg
1007,Infinite Light,Isabella Smith,Science,1967,4.8,52,A fascinating Spanish science book that explores the mystery.,Spanish,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6645593-L.jpg
1008,Pragmatic Light,Robert Kim,Programming,1964,4.2,135,A fascinating Spanish programming book that explores the mystery.,Spanish,Learning,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7418132-L.jpg
1009,Hidden Mystery,Amit Lovelace,Self-Help,2009,4.3,430,A fascinating Spanish self-help book that explores the habit.,Spanish,Career growth,Long,Relaxed,https://covers.openlibrary.org/b/id/7780330-L.jpg
1010,Dark History,Amit Chen,Programming,1953,3.6,501,A fascinating English programming book that explores the data.,English,Motivation,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/6634629-L.jpg
1011,Dark Light,Maria Patel,Programming,1985,3.8,240,A fascinating Hindi programming book that explores the journey.,Hindi,Entertainment,Medium,Curious,https://covers.openlibrary.org/b/id/5788566-L.jpg
1012,Golden Forest,Elena Lovelace,Fiction,1952,4.6,882,A fascinating English fiction book that explores the heart.,English,Entertainment,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/7697592-L.jpg
1013,Final Journey,Priya Chen,Programming,2010,4.4,207,A fascinating Spanish programming book that explores the mind.,Spanish,Entertainment,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5088366-L.jpg
1014,Pragmatic Code,Priya Dubois,Fantasy,1995,4.6,217,A fascinating Spanish fantasy book that explores the mind.,Spanish,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7059005-L.jpg
1015,Dark Shadow,Jean Sharma,Mystery,1992,3.5,343,A fascinating Spanish mystery book that explores the journey.,Spanish,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7901921-L.jpg
1016,Final Forest,Amit Chen,Fiction,1952,4.2,792,A fascinating Hindi fiction book that explores the mind.,Hindi,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/6686349-L.jpg
1017,Golden Habit,Elena Smith,Fantasy,1981,3.7,141,A fascinating English fantasy book that explores the journey.,English,Motivation,Short,Inspired,https://covers.openlibrary.org/b/id/6301275-L.jpg
1018,Digital History,Robert Turing,Mystery,1974,4.0,265,A fascinating French mystery book that explores the code.,French,Motivation,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7207740-L.jpg
1019,The Great Forest,Isabella Rodriguez,Mystery,2013,4.1,610,A fascinating Spanish mystery book that explores the habit.,Spanish,Entertainment,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/8279473-L.jpg
1020,The Great History,Amit Patel,Fantasy,1972,3.7,94,A fascinating Hindi fantasy book that explores the heart.,Hindi,Motivation,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/6513066-L.jpg
1021,Magic Shadow,Isabella Patel,Fiction,1987,4.1,125,A fascinating French fiction book that explores the dream.,French,Motivation,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/7442279-L.jpg
1022,Silent Algorithm,Jean Kumar,Fiction,2000,4.2,152,A fascinating English fiction book that explores the algorithm.,English,Career growth,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7122956-L.jpg
1023,Final Data,Maria Kim,Mystery,1998,3.7,68,A fascinating Spanish mystery book that explores the mind.,Spanish,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7451346-L.jpg
